Coleta,Dia,Vaso,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe,cluster_kmeans
dia 11 - Soja Heterodera Vaso 6,11,6,6853,14015,500,3134,20010.0,12545.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14121,502,3135,19957.0,12547.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6853,14105,501,3135,19959.0,12544.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6855,14111,501,3135,19959.0,12543.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6868,14166,503,3137,19936.0,12540.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6890,14292,505,3139,19902.0,12536.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6902,14365,505,3139,19851.0,12533.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6903,14378,506,3138,19875.0,12529.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6883,14267,504,3138,19912.0,12519.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14162,504,3137,19940.0,12489.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6858,14073,502,3135,19968.0,12485.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14151,504,3136,19970.0,12497.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6873,14100,504,3139,19960.0,12493.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6846,14071,503,3137,19962.0,12488.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6851,14001,502,3136,19959.0,12482.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6871,14139,504,3137,19952.0,12476.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6872,14146,502,3135,19953.0,12465.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6865,14001,503,3137,19958.0,12465.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6864,14161,503,3137,19893.0,12435.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6829,13972,501,3135,19983.0,12593.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14105,503,3139,19960.0,12604.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6883,14218,505,3139,19930.0,12562.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14201,504,3140,19907.0,12522.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6877,14176,501,3138,19947.0,12492.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14056,503,3138,19978.0,12464.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14175,503,3138,19948.0,12440.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6874,14147,503,3138,19953.0,12415.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6867,14084,504,3138,19966.0,12395.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6870,14121,504,3137,19965.0,12374.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6869,14150,501,3137,19948.0,12357.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6866,14067,503,3139,19988.0,12340.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,13987,503,3137,20001.0,12327.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6840,13907,500,3135,20017.0,12308.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6849,13947,501,3137,20016.0,12294.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6850,13960,501,3137,20014.0,12265.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14017,503,3137,19991.0,12271.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14124,504,3140,19939.0,12261.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14095,505,3139,19960.0,12251.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6861,14029,504,3139,19990.0,12223.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6870,14082,504,3140,19971.0,12229.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6862,14029,504,3138,19993.0,12219.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6881,14158,503,3141,19955.0,12210.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14142,505,3142,19953.0,12201.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6875,14113,503,3141,19969.0,12193.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6877,14123,505,3142,19972.0,12181.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14114,504,3142,19968.0,12170.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6873,14075,505,3140,19995.0,12163.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6872,14052,503,3142,20000.0,12155.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6863,14081,502,3140,19971.0,12147.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6881,14206,506,3143,19929.0,12138.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6893,14258,507,3143,19930.0,12132.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6895,14235,506,3144,19903.0,12126.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6893,14237,507,3142,19929.0,12119.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6892,14218,506,3143,19940.0,12104.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6880,14181,505,3142,19951.0,12105.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6900,14266,507,3145,19892.0,12099.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6919,14276,486,3125,19921.0,12094.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6925,14343,486,3125,19897.0,12087.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6915,14354,487,3126,19899.0,12081.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6931,14375,486,3125,19902.0,12075.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6946,14473,486,3127,19881.0,12071.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6956,14522,489,3126,19843.0,12069.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6935,14400,487,3125,19887.0,12061.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6904,14280,505,3128,19921.0,12038.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6920,14433,507,3143,19873.0,12049.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6919,14386,507,3143,19889.0,12042.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6880,14023,503,3143,19975.0,12027.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6924,14313,506,3144,19911.0,12018.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6925,14398,505,3144,19886.0,12012.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6945,14516,508,3148,19844.0,12005.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6953,14589,509,3149,19830.0,12001.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6955,14604,509,3148,19827.0,11979.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6956,14614,510,3148,19821.0,11992.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6954,14605,513,3151,19826.0,11991.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6937,14494,512,3152,19859.0,11988.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6939,14603,510,3151,19823.0,11973.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6953,14590,513,3151,19863.0,11984.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6942,14484,511,3151,19859.0,11982.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6940,14502,512,3147,19862.0,11982.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6945,14496,511,3152,19846.0,11977.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6927,14407,509,3150,19887.0,11972.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6908,14331,508,3148,19922.0,11973.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6903,14219,506,3145,19951.0,11965.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14050,504,3145,19989.0,11962.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6877,14043,504,3144,19975.0,11959.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6878,14111,504,3144,19973.0,11957.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6878,14035,505,3143,20004.0,11956.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6872,14018,503,3144,20010.0,11955.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6863,14000,504,3143,20013.0,11953.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6885,14091,505,3143,19988.0,11953.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6888,14095,504,3144,19986.0,11954.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14019,504,3145,20017.0,11952.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6879,14112,505,3145,20002.0,11950.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6910,14116,506,3150,19984.0,11948.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6901,14252,505,3144,19933.0,11946.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6916,14282,514,3155,19954.0,11943.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6887,14118,512,3151,19977.0,11943.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6876,14029,511,3151,19999.0,11939.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6872,14051,511,3151,19989.0,11936.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6915,14297,513,3155,19921.0,11935.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6888,14128,513,3155,19971.0,11931.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6896,14164,514,3156,19953.0,11928.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6896,14194,514,3155,19946.0,11924.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6917,14323,517,3160,19912.0,11919.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6908,14260,516,3159,19932.0,11900.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6895,14243,517,3158,19939.0,11912.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6913,14292,516,3157,19923.0,11907.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6936,14439,519,3159,19882.0,11904.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6944,14501,520,3162,19861.0,11883.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6930,14503,520,3160,19860.0,11892.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6955,14575,522,3159,19839.0,11887.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6958,14590,521,3160,19835.0,11883.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6958,14600,523,3162,19803.0,11877.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6959,14603,521,3163,19832.0,11873.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6958,14606,522,3164,19832.0,11865.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6960,14617,523,3161,19829.0,11860.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6961,14617,523,3162,19829.0,11854.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6943,14498,522,3163,19866.0,11832.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6935,14500,521,3164,19866.0,11844.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6945,14506,523,3163,19862.0,11839.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6947,14516,522,3165,19860.0,11832.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6951,14536,523,3164,19855.0,11813.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6954,14567,523,3162,19842.0,11821.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6950,14523,524,3161,19834.0,11809.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6954,14564,526,3166,19856.0,11798.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6952,14559,525,3167,19828.0,11794.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6953,14557,526,3165,19848.0,11791.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6950,14529,525,3168,19852.0,11786.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6949,14529,524,3166,19860.0,11790.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6956,14548,525,3166,19851.0,11790.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6952,14570,524,3166,19850.0,11787.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6956,14561,524,3165,19852.0,11784.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6958,14576,525,3165,19845.0,11781.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6959,14579,526,3166,19843.0,11779.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6962,14556,526,3167,19863.0,11775.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6952,14530,525,3167,19858.0,11772.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6938,14431,524,3163,19889.0,11767.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6938,14430,524,3163,19878.0,11759.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6924,14400,525,3166,19898.0,11758.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6931,14438,540,3182,19881.0,11752.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6947,14506,529,3168,19866.0,11747.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6948,14497,526,3169,19870.0,11742.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6950,14516,527,3169,19857.0,11738.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6946,14505,534,3177,19856.0,11734.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6953,14553,536,3175,19856.0,11729.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6952,14563,538,3178,19854.0,11723.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6947,14542,538,3179,19859.0,11700.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6940,14542,537,3181,19872.0,11717.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6946,14515,539,3180,19866.0,11707.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6946,14511,537,3180,19866.0,11701.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6947,14512,537,3179,19837.0,11695.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6947,14493,535,3178,19870.0,11691.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6952,14550,537,3180,19853.0,11687.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6942,14467,535,3178,19878.0,11683.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6944,14474,534,3178,19879.0,11679.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6950,14532,536,3178,19861.0,11675.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6958,14549,535,3176,19861.0,11671.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6953,14540,537,3178,19858.0,11668.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6955,14557,536,3178,19855.0,11666.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6956,14561,536,3179,19853.0,11654.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6965,14628,541,3182,19834.0,11662.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6953,14552,540,3183,19853.0,11658.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6951,14543,533,3176,19850.0,11652.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6956,14535,535,3180,19830.0,11654.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6953,14531,534,3179,19861.0,11653.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6951,14517,535,3178,19864.0,11649.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6949,14517,539,3180,19867.0,11645.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6949,14503,539,3181,19843.0,11640.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6935,14428,542,3184,19895.0,11632.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6946,14496,540,3184,19849.0,11626.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6944,14466,539,3183,19889.0,11619.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6929,14360,539,3181,19917.0,11615.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6938,14422,538,3183,19899.0,11608.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6931,14109,537,3182,20011.0,11600.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6938,14416,538,3182,19905.0,11594.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6939,14427,537,3180,19895.0,11588.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6928,14355,541,3183,19897.0,11581.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6927,14336,538,3180,19927.0,11577.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6920,14309,537,3180,19928.0,11572.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6938,14416,539,3182,19908.0,11564.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6937,14402,540,3181,19905.0,11546.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6946,14468,541,3185,19887.0,11535.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6944,14472,543,3187,19888.0,11531.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6941,14498,545,3187,19882.0,11510.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6956,14499,534,3181,19882.0,11520.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6953,14487,536,3180,19883.0,11515.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6943,14442,546,3189,19898.0,11509.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6967,14533,547,3192,19857.0,11504.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6945,14478,546,3192,19889.0,11500.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6947,14493,546,3191,19839.0,11493.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6947,14493,547,3189,19885.0,11488.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6955,14529,546,3190,19864.0,11479.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6975,14666,548,3193,19833.0,11472.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6975,14665,550,3193,19829.0,11465.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6971,14652,549,3192,19832.0,11462.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6974,14677,553,3197,19838.0,11463.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6975,14672,552,3196,19841.0,11438.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6964,14666,553,3199,19842.0,11451.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6959,14558,553,3198,19875.0,11448.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6946,14579,554,3200,19845.0,11427.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6952,14575,555,3200,19855.0,11442.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6971,14651,558,3204,19847.0,11438.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6984,14712,560,3206,19841.0,11442.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6972,14655,558,3205,19849.0,11437.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6970,14658,558,3203,19844.0,11435.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6995,14745,559,3204,19839.0,11430.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7001,14740,538,3183,19799.0,11428.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6990,14672,537,3180,19840.0,11421.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7006,14685,539,3183,19838.0,11424.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6997,14710,541,3186,19829.0,11424.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6981,14694,538,3184,19849.0,11420.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6989,14670,541,3187,19839.0,11417.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6984,14667,545,3190,19842.0,11418.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6985,14677,545,3191,19828.0,11411.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6986,14667,546,3192,19841.0,11414.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6983,14663,546,3191,19845.0,11411.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6976,14612,543,3188,19859.0,11408.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6975,14593,544,3191,19865.0,11406.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6991,14672,545,3192,19836.0,11402.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6987,14668,545,3190,19845.0,11399.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6987,14669,546,3191,19822.0,11395.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6988,14659,540,3185,19840.0,11392.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6981,14665,552,3199,19818.0,11388.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6990,14666,539,3186,19847.0,11385.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6987,14651,541,3187,19852.0,11383.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6985,14666,548,3195,19848.0,11382.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6989,14669,544,3188,19848.0,11361.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6988,14670,544,3189,19844.0,11372.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6989,14674,551,3198,19841.0,11369.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6995,14703,544,3189,19838.0,11365.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6998,14723,546,3195,19836.0,11363.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6983,14705,546,3194,19839.0,11360.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7003,14749,548,3192,19845.0,11358.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6991,14676,545,3193,19825.0,11357.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6992,14684,545,3192,19844.0,11339.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6990,14675,547,3192,19849.0,11354.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7004,14730,545,3192,19841.0,11354.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6991,14679,546,3194,19842.0,11354.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6987,14685,552,3199,19849.0,11355.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6989,14652,550,3198,19847.0,11354.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6989,14669,553,3200,19850.0,11338.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7001,14748,552,3200,19832.0,11354.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7000,14738,552,3202,19835.0,11352.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6991,14740,550,3198,19832.0,11351.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7006,14743,546,3192,19833.0,11350.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7001,14742,552,3200,19815.0,11349.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6999,14747,542,3189,19830.0,11350.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6997,14735,543,3190,19832.0,11353.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7007,14739,540,3192,19835.0,11354.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,6999,14756,559,3207,19828.0,11356.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7016,14854,558,3208,19798.0,11358.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7012,14744,543,3195,19827.0,11359.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7018,14788,543,3191,19813.0,11359.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7006,14808,547,3195,19812.0,11361.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7011,14803,546,3195,19812.0,11362.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7004,14797,566,3212,19787.0,11362.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7008,14799,559,3194,19817.0,11362.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7007,14802,556,3204,19816.0,11344.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7021,14864,555,3200,19794.0,11358.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7011,14815,559,3210,19809.0,11357.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7022,14869,540,3190,19800.0,11358.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7001,14721,565,3212,19829.0,11353.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7017,14762,541,3191,19845.0,11352.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7024,14856,550,3199,19798.0,11334.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7016,14865,566,3212,19797.0,11348.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7024,14850,551,3199,19803.0,11347.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7023,14851,553,3204,19806.0,11346.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7028,14852,545,3195,19803.0,11343.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7016,14851,547,3196,19804.0,11342.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7026,14851,549,3199,19803.0,11340.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7028,14861,550,3198,19777.0,11342.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7029,14865,546,3196,19802.0,11338.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7024,14853,555,3205,19777.0,11337.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7031,14870,555,3206,19821.0,11346.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7032,14866,551,3205,19814.0,11342.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7027,14835,555,3204,19807.0,11339.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7024,14836,554,3203,19816.0,11322.0,0,0
dia 11 - Soja Heterodera Vaso 6,11,6,7028,14859,554,3202,19814.0,11337.0,0,0
