Coleta,Dia,Vaso,Tempo,Classe,predito,prob_sem_nematoide,acertou
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,148.38,1,1,0.9946452655428201,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,700.48,1,1,0.8580919523064313,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,249.79,1,1,0.9999811401666696,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,205.75,1,1,0.9955365656710312,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,662.1,1,1,0.8777668601853444,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,123.78,0,0,0.1513823095683445,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,385.65,0,0,0.24325169221385373,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,451.81,1,1,0.9797172613387689,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,346.85,0,0,0.27814507699538554,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,511.95,1,1,0.9921695228042026,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,445.74,0,0,0.08917779460065098,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,283.13,0,1,0.5799555450392708,False
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,551.75,0,0,0.28090419455630505,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,183.44,0,1,0.6306764149799009,False
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,608.77,1,1,0.9197443149239459,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,528.32,0,0,0.27773714248091963,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,433.45,0,0,0.12907095116676834,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,202.69,1,1,0.9999811401666696,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,420.42,1,1,0.994391614975231,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,179.07,0,0,0.12895258220988856,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,537.55,0,0,0.36664789512975315,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,392.58,0,0,0.11118926071387106,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,542.89,1,1,0.9424763029943453,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,207.39,0,0,0.19366258819358328,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,184.21,1,1,0.9955394992977272,True
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,279.81,1,0,0.49312799933330015,False
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,523.49,0,0,0.20725469301998045,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,203.77,1,1,0.9979827979256645,True
dia 19 - Soja Saudavel Vaso 1,19.0,1.0,294.21,1,1,0.5860800905891854,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,418.45,1,1,0.9822130490711498,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,192.49,0,0,0.13459759839762775,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,469.64,0,0,0.3782291479561137,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,108.99,0,0,0.13354295570068872,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,651.97,0,0,0.0938557676938123,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,560.83,1,1,0.9198916969027345,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,127.42,0,0,0.14586575790939102,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,715.64,0,0,0.32991754443362653,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,187.04,0,0,0.022592436311451167,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,343.31,1,1,0.9783517402591668,True
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,572.25,1,1,0.9797573622333207,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,544.14,0,0,0.2765602804352016,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,241.81,0,1,0.542216763029825,False
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,428.1,1,1,0.987450662873399,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,369.77,1,1,0.8729017358591914,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,370.25,1,1,0.9762090377859716,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,519.88,0,0,0.26089665063630424,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,299.36,1,1,0.9955461773588437,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,737.29,0,0,0.4594361706157848,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,197.52,1,1,0.9181095182756003,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,575.19,1,1,0.9198015263290733,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,596.11,1,1,0.920855426035057,True
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,184.94,0,0,0.12790099490830126,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,567.75,1,1,0.9337692249900184,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,364.5,1,1,0.9775863506404613,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,204.2,0,1,0.5925982133484454,False
dia 19 - Soja Heterodera Vaso 6,19.0,6.0,188.0,0,0,0.12673035998766632,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,533.5,0,0,0.27263618942635215,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,265.22,0,1,0.5461130182625163,False
dia 13 - Soja Saudavel Vaso 1,13.0,1.0,173.65,1,1,0.9999811401666696,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,605.47,0,0,0.32822832638854266,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,410.81,1,1,0.9855419363491313,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,531.92,1,1,0.9777018530860591,True
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,274.56,0,0,0.22674406280035522,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,575.92,1,1,0.928774210560173,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,220.51,1,1,0.9725231949359724,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,678.47,1,1,0.9217941745023367,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,535.42,1,1,0.9206075391404315,True
dia 12 - Soja Heterodera Vaso 8,12.0,8.0,673.98,0,0,0.3593070678563391,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,251.43,0,0,0.4401220001566932,True
dia 18 - Soja Heterodera Vaso 6,18.0,6.0,92.98,0,1,0.685388448767276,False
dia 12 - Soja Heterodera Vaso 1,12.0,1.0,159.99,0,0,0.14080434721828833,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,389.19,1,1,0.9955056597130381,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,242.43,0,0,0.45543706936189904,True
dia 13 - Soja Saudavel Vaso 4,13.0,4.0,392.98,1,1,0.9955491109855396,True
dia 11 - Soja Saudavel Vaso 3,11.0,3.0,245.7,1,1,0.9800980094721901,True
dia 11 - Soja Saudavel Vaso 4,11.0,4.0,485.62,1,1,0.9799630414966634,True
dia 18 - Soja Heterodera Vaso 9,18.0,9.0,91.35,0,0,0.05318666318448226,True
dia 11 - Soja Saudavel Vaso 1,11.0,1.0,245.58,1,1,0.9314168917929091,True
